-377516	507729	-112084	600918	977825
938696	-81094	823140	-966265	939546
-948910	-822680	672904	767484	962442
-425440	784748	-354380	649555	-971174
-959212	-397271	694036	-260937	-629562
296467	940154	-222499	-852901	-565558
-256236	-931298	427269	-924927	-548854
-446470	-769849	549225	-191837	-5851
-435811	139276	377285	-844705	326895
-732241	901307	-372911	-315121	779953
-477423	-338553	-66655	468047	727967
352656	770759	-549097	-565068	902202
330578	252262	-29952	457630	-449933
-756580	482169	358217	-111328	179542
457839	-330769	927537	-174314	-420061
102046	873144	-417726	272693	-264797
32205	-224404	-488517	820672	372904
-140499	-410025	986786	-861338	762306
-383437	424961	81318	-625140	-536930
623046	-511855	298437	-1587	638633
621264	725240	5561	-699911	567520
-544908	228726	-711126	273306	921492
23789	63393	999891	690581	-79592
961721	740672	849076	-613731	-90505
-972927	-248947	-888774	-309840	30795
82621	-36032	298403	-635187	420527
-689119	-867959	12168	112592	-476204
-138016	-328742	533715	-814216	-766535
-173224	375592	608850	-875097	452475
119015	29422	-756750	920227	628951
880325	-684001	-707632	-341478	93045
683324	-71543	-943459	-436306	283305
-787967	-903792	609129	-947239	-225428
800490	-940841	280954	563584	546130
-958061	574614	-883010	934207	-462216
299888	155568	-631946	-504879	774740
-741180	-112023	2424	-158430	532546
210601	-252153	-761173	-887171	-16678
252263	-951832	345918	321536	851022
-227943	-981016	-188316	355263	342066
-463577	-694458	5098	-913243	660817
-755380	557069	312484	-317093	120452
936863	-227238	-52042	717009	543282
-416743	768620	-653226	-413381	-429154
-115641	-898353	927761	-853994	-255421
-598438	918068	-906800	81701	-392008
317531	-57017	216137	988041	-641470
654744	-678508	256743	363852	-982220
-204713	191859	674831	11970	-756765
590040	45798	817512	535914	357737
478230	-854616	-207232	468111	-462981
387972	406125	-794211	758978	507667
467954	881332	-83673	915119	333054
-194745	-485351	-81480	-156267	-279888
-390105	257856	394511	434819	-57515
-959389	-121597	999218	-556595	-248268
67629	26786	-505851	-915639	970896
951388	-130110	629422	128149	-131775
325414	-395442	-183524	453808	211010
-523760	-29627	175107	156384	-448070
517898	875444	363502	-4779	-272105
-209781	-69519	-849779	-705784	-92136
-966504	704233	-786045	30608	397377
136290	-49195	-471096	844381	-447201
-37687	-482802	-686493	-263992	983011
-540110	565400	-169857	-854730	33062
-259755	468911	203362	-362851	-637589
761136	-833320	7736	-512451	916680
-379530	849728	229363	585656	27073
-123791	-364288	672896	-340871	-755275
103574	-290382	-197948	918576	-894621
-601140	818948	688768	206085	801596
383331	642011	-984984	-780727	-710403
-487353	-786256	963774	604676	427619
713194	-960987	-508480	584047	-312820
-944234	611910	901595	-888736	337819
216863	-485094	-532649	804768	1679
769864	172681	-62482	-8446	719440
550670	-281203	-835816	583594	576549
-73107	158832	-378268	-835588	-693534
806434	831714	145098	579812	219183
224126	-479806	923726	-726122	-89411
-918819	-314617	471056	-323486	783158
-727701	976886	645704	-660546	-555736
330231	564214	-409709	-653125	6860
622516	-283891	175874	-462577	-82955
-590730	977184	-694832	-729317	722373
652586	154791	-633177	-128601	520278
937802	-478260	350157	-567653	482509
103186	19606	-645724	-719587	-4537
-668360	-552162	-178327	252972	578023
920059	815178	-772624	-943852	3507
-619738	-298748	946318	-353308	739597
49363	472119	497617	-342802	28356
-911400	-701358	54847	-470309	-465463
408186	572932	508252	-812662	-885990
-126447	96095	222324	-634754	35492
557515	-425747	353947	96279	-817422
283636	-777453	933874	517206	176364
-132565	-827207	-615739	270642	841421
155551	-354131	943125	465364	586589
607805	825408	240176	-754382	-360320
190732	-920737	972362	-473636	311109
-178675	528658	-943957	-821335	-241864
166563	-934418	-491302	-741811	581302
-543485	386114	-603750	-53009	74445
873910	893466	-178417	360717	-235030
-730158	671862	186999	372816	-800758
734091	179670	683126	-870421	-462858
-192955	253727	-10168	302924	-377130
-920619	-81535	-809368	198884	342230
893542	809423	448183	-270590	-394881
161478	221796	-393010	-354175	790762
-438824	-845954	199778	-971995	-631386
-800247	-618600	-999811	470096	-707092
362902	886480	-634002	383137	73019
891753	228876	746596	203208	694370
585757	360733	71035	881696	-983125
65742	-94875	873897	316374	984066
-820733	498485	525623	-22928	768555
-212588	-630046	-154071	524517	-560773
612534	397988	992350	730812	-542815
693642	59787	443753	385816	-52273
778793	-101927	660159	195101	-138056
873519	505079	871582	-935453	117098
-984514	306571	-594051	25458	-621448
323781	480789	81268	81222	158032
-400631	-253245	749634	-882380	776376
-742955	-734086	60805	-504959	985774
-146475	676352	478413	-190141	832656
-918749	-267305	-209978	675315	516035
646216	-436014	619382	-619907	-666054
-579261	344144	-8865	954419	-306163
891616	571311	641439	-467683	371108
89278	-972328	-149518	-306251	90624
-72085	895852	-841532	844282	-930909
-804331	682525	400879	-761217	619459
-742477	657038	-868845	812273	-52221
31456	-976917	-48652	-941280	-281966
717531	554008	28243	109560	-312561
-823805	888651	934697	-715625	-371767
252160	723429	638247	-430769	-618314
574020	526453	629100	335790	-760486
150400	558526	-770628	603553	-514668
-52855	272954	-121879	-573036	-122248
150325	-140672	286491	272174	-876493
953308	-377039	-143399	937327	-394971
-95584	176186	422897	383947	-463612
403359	-817449	579886	906521	-422864
-731201	894996	431658	-825373	453094
290373	197488	178001	660683	994545
403892	-885155	-554624	9807	779801
-552305	518514	-382111	-335329	-620942
375649	-47907	51384	-77097	-252073
135023	-961460	-491235	727723	524506
96527	829850	-430878	-381185	455674
849959	239696	98252	-567464	303429
-16399	-911030	783555	-37529	-455309
-242299	-171803	-772641	-938705	817677
-52687	-735909	96407	954547	-392130
748591	83250	-739019	942746	-308319
777556	629574	-612821	-877741	173537
-72646	-526995	284333	-859935	948800
561017	-293606	833968	-394461	-583967
357503	-514855	-623500	-325903	900758
720430	824829	460441	537345	86419
387397	945276	158499	957884	-831780
-158682	557088	-374050	-754018	-88167
-149400	617853	-395992	791815	44768
-229177	285	-953399	222993	-278198
-429859	562855	-322850	309507	695595
-596203	-298573	-53703	-474881	87564
270775	345651	-307122	-429252	-853544
-228661	977651	21960	108388	748991
736256	903873	926867	786580	-185394
866558	686722	-586883	-789956	392144
323515	-90858	-869787	764209	-85159
-367114	-157265	-30444	847450	-323915
-810152	-413126	-868655	359770	877148
-703189	-92928	-73210	-265126	149488
24698	800634	390295	-75400	697619
-529095	904162	-70884	673021	289083
736575	-167475	-517433	18504	-755772
-375939	-27567	-38959	430172	-236600
494407	-887551	529704	-78839	-796008
314789	-351640	599761	487634	425024
634518	-168481	469536	978727	385967
973835	489773	453531	-144069	26191
-848339	479505	252303	662915	-242125
438808	-407331	599653	-850590	-138665
-331772	-783306	-606550	294585	-513148
-59162	-905113	-231146	-857207	660186
202869	208853	792173	530688	673581
824759	-854740	684200	-755322	-113912
705900	345701	695719	916514	-111922
-335756	-355256	-299524	453414	-945958
322651	702063	-298224	483969	81035
100147	495046	654128	158932	-862232
-396321	847721	59567	458180	330847
-190082	681616	880091	464539	-959018
-927793	747085	-657588	522770	-500428
289862	-206371	-262921	-957285	575869
-564713	-869110	731136	189971	529080
742583	451035	-249929	411168	-621804
681390	-891536	971308	-575630	-567547
933330	87696	-210018	393025	-688712
-457243	583224	-906273	-43599	-637684
-299643	-935571	-651851	-146572	-910277
481213	311923	-708011	80699	929892
-1920	-442879	-96382	380557	-612436
370725	280625	127461	763862	994388
-310387	-443314	838032	681200	-366237
89890	-122004	603661	-60760	-533058
-458319	466103	718106	-222493	-169851
426373	802584	552097	-46304	793485
-821397	-606713	656223	996121	154552
539161	-123728	-539523	-875259	-18067
-477573	609283	-239387	354866	-247126
275941	381952	545711	-675937	-530797
-82275	-889791	383155	599064	195817
911451	42452	-933947	-336008	-363361
590149	-453849	819115	-74252	401153
-602191	481020	276226	-55501	-228281
789665	-769787	814788	-141113	199312
140682	-879849	-564818	591519	388134
-342774	-623898	-522193	-812296	-105690
676954	-847420	199797	-572909	870163
-784967	630780	745148	698673	19386
-552327	-501624	748433	491369	-841220
-882872	-811203	-649511	805952	702374
-415101	-250115	577399	-88411	594718
191682	-947490	508957	-328379	-10995
809156	-694163	-879562	445756	-372579
573944	-621055	-619691	-983223	-407094
964064	-227926	966436	-694017	196625
308376	398622	349985	7228	-577800
-603683	-361593	173437	631741	475171
-821434	-161859	-92815	-755187	-40475
405475	-200841	122305	299692	-834095
754294	-101781	960627	837158	-598254
902389	924501	280180	-804307	129398
398130	324376	998059	-460638	-826633
356400	672651	843612	-194751	-595166
-526548	872226	368301	-832858	565831
-727657	-5723	-2434	-510044	987413
539788	-206734	-478599	933833	700062
-856538	30856	-635268	89696	554312
-127275	47935	-335952	-460793	779266
-383890	-871225	886007	-994716	-32440
-645512	-159368	897520	-562748	-294815
2273	291632	245047	709102	575280
31211	820466	-602655	73320	-253023
699963	-804928	69102	-722705	324074
-619700	-901422	162665	372586	712177
254183	-69437	475213	941580	869178
-386753	-876546	700352	-996051	985750
-732068	-589355	395764	-325686	-61270
-452531	-520258	-973871	13088	-117440
-113745	-403636	-433248	25946	25965
-365315	-207147	-119307	-350417	55967
849912	-451080	-494583	580628	-498579
-862736	62939	732680	-902887	445863
-663597	-102447	-999676	-224469	-193118
-657874	617757	579492	-443777	-682544
-631250	-41031	125302	-843594	-503351
-889487	706310	316113	211303	-854784
711084	648700	440499	972258	953476
31818	-526041	-871771	-823285	599473
768385	-329657	-723312	564820	66028
980201	219527	944350	362985	-686666
-120046	599473	-192890	515907	-460990
-866021	745965	-194191	-637506	-408959
-981238	-154231	438402	-606380	574690
946264	-573672	72831	-222464	-112825
516660	-346483	-874114	-794054	724938
57768	-981064	-45841	-953039	382760
753418	-302705	558022	658963	-523752
-326042	-31683	29140	-778432	872899
-598917	626290	-552771	-236826	-675159
413776	836791	486165	-587718	-432129
-576594	95988	956138	922919	-870850
614915	-865009	-978431	86438	529992
-60287	245627	-151165	-405351	-962853
686782	674531	258490	137100	418757
-80512	146455	-506068	-578488	-115758
-716916	-744241	940705	-601186	-864622
-374974	-478735	875856	-911493	299862
-953351	318037	-202396	840613	-989210
-582401	809481	-98906	-868937	901807
451654	-869797	-515861	-212845	22132
481933	605205	-565538	-553916	677666
-303943	250143	253658	-135220	-861046
-359435	746352	-675292	-494150	-351341
895869	-567844	728014	915046	-374775
772331	-831526	-915530	312622	-895705
8674	-575400	769437	205223	228178
-766985	750448	622246	-155525	-979450
983708	-520060	45631	-758222	-755213
464752	-260225	-25643	-829441	-25418
342646	30518	853151	-822666	251548
363852	-950175	123437	-31506	370025
642769	-533314	-424935	-378587	228949
357457	-713383	-854151	872551	850625
331992	-366341	602365	740862	-208796
643278	-516234	778871	-482767	47415
10538	-421377	617382	-210133	-156517
-781840	238940	991908	-54138	822547
386642	758561	-452942	583983	798752
-871786	-60564	-475273	877733	-812848
-258763	550352	-542506	696400	180376
542728	120331	436029	201427	-35693
43842	-702352	-140744	580248	563369
609518	-614612	172135	425432	588862
-769883	-965795	162259	-771491	595879
-604009	747316	-523804	-363455	-594810
-844240	-797211	173139	-443297	-312170
205223	322708	-175537	436152	-566437
768726	570658	-317534	-460934	-943019
-598926	311996	742029	-349362	-111241
538379	-61591	-612356	-971107	-241831
-515844	-105524	869195	376865	722135
244498	-817298	-527277	-808865	865248
-573369	214191	-883594	894230	240818
-172358	-722453	605520	221758	-313148
-646810	39497	-139096	565381	-865901
743902	211221	547385	-231923	542953
-881974	164268	634065	209354	625741
585589	-175461	540712	561222	166276
-169598	899818	-235392	-403781	986523
-329408	-751222	766529	268085	711871
942981	-707200	-337613	-722685	357735
-212207	-317353	-130917	-785985	609740
47303	-44116	597585	-578125	-144750
74656	124758	274400	-562812	664613
690697	-603136	-272560	674161	204810
-523926	473635	978749	-688621	-743014
-22756	-926904	24295	-438310	-363750
-471025	-98824	774793	-933740	692107
-578485	-216567	-281115	-78829	-179545
-962381	343680	-656980	599987	81855
53071	584912	-215546	-646106	549065
223873	-228921	635315	618240	352603
846767	-901319	80933	-789727	-47201
518717	-332116	70614	447667	409104
-825652	887740	696786	-865875	891790
-231920	606236	-388983	-424724	-672039
-91764	395678	-684369	-796813	-236109
-576814	634786	-234836	-683053	61762
-625679	-112567	479285	931837	-721394
-452410	429969	-649843	-185267	-130391
-30149	-368073	84232	-474226	709697
-927528	-300748	-710856	-296614	178944
-941574	511535	-426916	873654	325158
-757754	955053	-772917	340016	-381642
-970913	970542	30379	673023	-261611
435377	-496423	-166270	342316	472005
-611313	301786	514250	-989044	-753505
-868134	529730	480393	583117	-302605
494178	166056	-126627	271006	505746
-945740	89794	410386	-478803	-782749
461003	209956	-420071	449859	-170641
-617968	-626106	-973775	-386407	-241966
-828983	523149	-42690	543764	988546
118914	-904537	765431	-951660	20121
707558	325503	836144	-581511	-599011
-849924	855339	-807267	75494	-617480
-640493	109595	856219	42835	-229917
-867760	758422	-296930	-639001	513700
-686962	-427683	-388382	-394452	990382
-254341	-445998	239613	847273	887344
-160779	-686079	274291	798383	-900575
769831	342332	-915893	155725	-215200
-28774	989361	420588	602402	-359406
-85270	449468	896381	-736358	501484
37888	720638	306407	-148927	254257
286484	295457	-438096	-788765	-955250
-410991	635441	971447	-302712	321776
81257	-179633	-666004	-342098	624902
-144149	-447286	-129544	-280541	-989686
550980	-187773	468808	184454	-268364
727768	544015	640481	-574995	454581
-933478	-342436	-304438	-433823	-120034
-632528	120184	726726	993818	777016
-619030	276573	134967	346516	-440319
281606	-937963	-445248	-709596	754059
-40137	448458	-88535	678612	-993915
578760	55078	-999305	-208143	-94220
-911159	-842538	105240	634028	-555111
749826	-239100	643652	-963135	804224
-437191	500727	-385532	-729304	-943206
-855459	-399968	-634115	-157781	411343
-248429	590134	936577	703416	121672
-755914	709621	-514974	-916443	-391831
93579	531495	-281450	-535826	-234556
37850	374457	-875014	899906	-80845
493342	753407	-585604	-132759	-668837
982125	-129968	-997410	-104069	984965
120570	-233499	288170	217259	595776
458751	501427	-797231	782367	-60158
575324	507313	991228	-369501	-544695
439342	-122825	256004	56022	-578039
854670	-218601	690063	616605	-938347
710155	-979440	-214474	682022	709233
-565498	113313	-48458	-412466	-276294
12501	-872488	-839288	302162	808471
-137190	-894233	93525	975902	450018
514774	42602	-415049	403226	746716
618355	898092	-768829	998591	380889
788514	-733853	131420	-485437	399617
-201393	-210999	-353880	547934	982289
289988	238410	813714	523402	-158295
-180729	351384	18881	570700	-352508
508487	531660	421462	884326	40871
-981291	125777	942773	2201	-216523
-871420	-427861	-876368	-34566	-570690
-146582	235928	730668	267625	-686378
387884	521542	780788	-757979	-703902
-263691	76435	-786842	969592	796834
-34629	-357457	-135842	-902249	694496
-889585	454146	762025	-561385	357751
-217529	606733	-583600	-625956	595527
-565322	-23146	801416	-437766	-302421
924237	-309637	-9749	71855	594084
-858658	-95494	-955205	278482	-420283
-614138	54387	-776609	-284896	-918632
-363867	-496230	-306942	753684	542588
-127068	954075	536894	617987	-309576
346691	-579446	-466420	-341106	981360
151450	247850	-689005	258771	37744
-507938	263344	54899	51464	-606069
-596041	534076	789025	242239	-791490
-767729	-356552	-95106	-290417	95942
-291621	-76261	126149	287569	609414
-630360	437688	464899	187074	154357
-669410	103093	-885932	-443487	-455865
945802	377253	-502182	-109201	865577
320579	803346	-391009	-828441	657646
-614067	-681604	-334496	82648	646552
-989511	393707	50700	111365	274458
-676309	-609799	862377	-455147	278814
-733619	310353	497660	419627	-158050
197785	827064	-455460	-621644	550236
-637339	-195347	-521659	607076	99121
-501972	-139010	535859	-697935	-262394
-348324	386749	635900	-913954	499158
493652	-711578	895561	-272456	-688258
658067	-60878	381422	614677	925313
895130	-235899	403840	-510720	630412
-432917	-934679	347632	152111	901748
670738	-133814	750964	-630245	697124
-357296	-204313	-247035	-789646	-53782
351163	716690	432194	-378353	-234124
-969323	264478	-100199	249828	-107922
-889844	-819139	-854133	132204	-642391
-543041	-100770	219439	651033	804515
958999	-869994	-568506	680990	-934919
-439841	864315	-39959	-631229	-568409
970825	-319724	214505	799455	731309
-212960	-150041	879495	-776758	639350
463658	-92421	-119161	-893251	157796
435673	-933178	923205	188711	621939
-745281	-38261	-401804	-710555	355130
56117	898742	-287459	-232706	627942
313897	-889536	-266054	677345	239754
-983102	47027	-502502	-49818	628775
866462	12659	-174919	-909204	-526740
-818941	405601	216467	-636316	-268885
-599031	966088	-30280	-979550	-758098
842415	-317585	-99740	-330195	-78081
111806	394734	281566	573283	587384
792176	-829554	-705626	453356	332384
-272305	857156	348514	154288	-244801
385015	-295080	-458942	-123582	-143528
921153	-277237	419947	-700712	325923
902964	100240	35265	-260931	-24375
58417	-671462	649170	-710164	282130
763900	-738108	538532	-588345	-731486
281693	-386939	-527120	-476140	254303
-112968	444162	-227571	361888	504271
676994	-944109	572548	-349846	450663
-560504	-644266	-802056	591564	-133660
397107	-868173	-55739	977998	-136939
966612	-688194	167780	-734806	964236
-609633	867875	808294	-423404	873254
-562519	341154	-614071	-456439	142847
-211576	270385	-498779	966045	-636382
-497512	-190306	86038	-234368	-38936
-343680	-969609	223810	-59086	-377469
162092	-473153	783419	-647095	107797
-869926	-412878	710926	-117282	345278
463575	368806	948048	-199307	-912570
802317	-712331	-908886	219983	-859279
-492096	852004	-915306	307988	201215
-806069	-918844	654807	790681	-459991
-924335	713281	-730466	-30437	454552
39145	-623566	-523991	-77706	-129146
-56576	-263218	-245142	452869	880065
-623445	-880918	-109881	-758355	384673
-735335	-447258	741984	162807	659941
869266	-208956	-498028	-872045	-257427
170386	-571909	25719	586784	151590
127958	-67673	641774	101496	667859
-301348	-62389	-322065	-241881	807012
251583	-909285	632313	-822400	-76135
952959	562065	913094	-430442	-7747
948476	165139	-755977	377245	650967
259615	582343	707542	-724914	-119201
-330121	481715	-915902	-689111	405672
492879	450823	-675279	-813325	411591
971830	-306403	408671	870037	-720611
767794	243302	-529644	-200009	-586110
855860	-97404	340359	523602	290102
106564	-25919	635153	-516016	-275075
208400	776101	-247913	-373828	128497
-276954	679299	-262949	344256	-212553
-174194	220566	-896671	-144639	207740
-100827	-413393	-318369	-865033	-100287
-278198	837362	-276508	374498	965979
101492	-961658	-943062	879049	-188863
301292	-184338	80611	922868	-800941
-259593	325715	266618	707693	825149
-578373	-151158	864561	-898235	-548674
705707	468473	-888243	-337204	-917250
840520	-734918	-356451	6131	393707
-374870	-334772	-333199	-361314	-907074
-520723	291525	-586956	-790458	785488
715396	-700314	-326152	199879	-528179
780712	-464845	394659	622773	-721021
-849018	-355533	-387406	-371195	-494064
353693	301064	-937729	-947891	-1740
247639	226794	-907902	300597	477703
248044	908849	348636	-61763	640637
-327706	266974	116798	521016	-55150
589159	445641	-432109	-381740	-390031
-117692	-400092	924874	-920487	26201
-89985	123147	-496141	-679512	-314916
549055	580754	749092	-965071	796111
780258	-338705	-620793	471288	573355
948811	-252728	806425	-893373	-4989
892752	82577	-530470	711694	570841
564148	280920	86876	589938	-572623
686446	-869983	378744	93285	-578988
184952	-475698	473178	-781684	941382
-616853	-53147	-890669	984311	134220
-933797	738042	83227	975945	663764
